frame_num,timestamp (sec),track_2_right_ankle.x,track_2_right_ankle.y,track_2_right_ankle.z,track_2_right_knee.x,track_2_right_knee.y,track_2_right_knee.z,track_2_right_hip.x,track_2_right_hip.y,track_2_right_hip.z,track_2_right_wrist.x,track_2_right_wrist.y,track_2_right_wrist.z,track_2_right_elbow.x,track_2_right_elbow.y,track_2_right_elbow.z,track_2_right_shoulder.x,track_2_right_shoulder.y,track_2_right_shoulder.z,track_2_left_ankle.x,track_2_left_ankle.y,track_2_left_ankle.z,track_2_left_knee.x,track_2_left_knee.y,track_2_left_knee.z,track_2_left_hip.x,track_2_left_hip.y,track_2_left_hip.z,track_2_left_wrist.x,track_2_left_wrist.y,track_2_left_wrist.z,track_2_left_elbow.x,track_2_left_elbow.y,track_2_left_elbow.z,track_2_left_shoulder.x,track_2_left_shoulder.y,track_2_left_shoulder.z,track_2_head_top.x,track_2_head_top.y,track_2_head_top.z,track_2_head.x,track_2_head.y,track_2_head.z,track_2_neck.x,track_2_neck.y,track_2_neck.z,track_2_spine.x,track_2_spine.y,track_2_spine.z,track_2_pelvis.x,track_2_pelvis.y,track_2_pelvis.z,track_2_right_toe_base.x,track_2_right_toe_base.y,track_2_right_toe_base.z,track_2_right_heel.x,track_2_right_heel.y,track_2_right_heel.z,track_2_left_toe_base.x,track_2_left_toe_base.y,track_2_left_toe_base.z,track_2_left_heel.x,track_2_left_heel.y,track_2_left_heel.z
66,1.32,-952.44745,1199.7888,6680.145,-741.84534,850.46204,6646.745,-624.48755,450.81702,6652.359,-796.9339,-239.67656,6360.836,-894.931,-49.60631,6415.819,-711.30725,-59.644943,6569.5825,-126.482895,1157.6082,6904.1323,-320.7851,816.62836,6844.2266,-547.1372,448.78604,6795.007,-8.497497,78.555855,6836.0645,-242.43285,55.542862,6880.303,-472.27567,-79.03338,6816.25,-579.37683,-370.57684,6648.0425,-571.8168,-228.192,6662.112,-589.9863,-113.21217,6681.3613,-598.2472,204.61227,6717.0405,-599.6599,369.57242,6727.9883,-859.57556,1281.5684,6607.2026,-993.5128,1260.2926,6696.686,43.35028,1150.312,6902.553,-97.66808,1240.3646,6912.2
67,1.34,-947.26056,1193.9086,6679.464,-721.4166,852.3941,6646.699,-597.6859,455.8793,6655.5356,-776.0338,-264.08704,6396.153,-868.751,-65.23421,6419.989,-686.8559,-57.010235,6575.8843,-105.40612,1166.1138,6908.958,-289.87332,818.3001,6845.3887,-518.2888,455.08862,6797.789,29.835264,65.5747,6860.8735,-208.81969,54.415115,6881.691,-448.02765,-71.48113,6821.261,-553.27386,-364.00024,6654.635,-548.8745,-221.57019,6670.0845,-566.03937,-106.80992,6688.489,-571.74194,209.78883,6722.059,-571.5487,375.73257,6731.768,-860.97974,1281.0549,6607.8096,-991.3797,1253.5184,6697.0625,64.94491,1162.108,6911.145,-77.86331,1251.0302,6917.3623
68,1.36,-940.22595,1186.8259,6677.204,-697.82275,852.7558,6645.424,-569.54724,461.08655,6658.4624,-755.65533,-284.05014,6434.5376,-837.6186,-77.205215,6421.7007,-660.2157,-54.893253,6582.5425,-90.25354,1175.7743,6910.538,-258.89087,819.9752,6845.4604,-487.53436,461.37262,6801.784,61.487846,56.363476,6884.4873,-179.03261,51.02919,6885.301,-423.03574,-65.00121,6828.703,-524.7579,-358.10773,6662.564,-524.3974,-215.13396,6680.1484,-540.8429,-101.259224,6697.4146,-543.1746,214.82094,6727.7275,-541.86255,382.33752,6736.09,-861.6463,1280.9098,6608.939,-988.1262,1245.1449,6695.597,80.972404,1180.0718,6917.325,-67.56,1261.5703,6919.418
69,1.38,-931.07684,1178.026,6673.2725,-672.7288,851.7879,6642.9663,-539.5473,465.44095,6660.824,-726.6684,-298.27496,6467.6997,-803.4754,-87.1243,6425.119,-630.1837,-53.55589,6587.9404,-75.74093,1185.2167,6909.722,-228.1149,821.82367,6845.4883,-456.2434,466.3835,6806.287,87.8017,51.057415,6902.803,-153.66423,53.988266,6895.364,-397.57593,-60.51361,6838.177,-496.82047,-353.7828,6672.317,-498.34695,-209.89703,6691.045,-513.9225,-97.330505,6706.7236,-511.7299,218.73415,6732.8384,-510.39206,387.87656,6739.945,-861.0382,1280.7692,6609.964,-982.6809,1234.3555,6692.5396,93.93048,1203.4292,6918.1523,-62.09589,1268.9857,6918.583
70,1.4,-919.6682,1166.981,6668.212,-647.1682,850.5716,6640.266,-507.74237,468.12756,6662.9653,-698.0325,-306.22366,6501.473,-762.2148,-98.37331,6427.9067,-597.0047,-53.39701,6592.7153,-59.082333,1193.3516,6908.6436,-197.86574,823.97546,6846.841,-425.71365,469.4179,6810.6167,110.65448,50.3181,6916.817,-132.30673,60.928875,6910.785,-372.3081,-57.10301,6850.211,-471.39795,-351.54346,6684.699,-471.39423,-206.8948,6702.426,-485.5258,-95.12115,6715.8394,-478.09143,221.05162,6737.019,-477.64462,391.25357,6742.9033,-858.73083,1280.0206,6610.5,-974.53107,1220.1449,6688.735,104.67134,1228.8888,6912.762,-57.23503,1272.3827,6916.6235
71,1.42,-905.9235,1154.4651,6662.8066,-621.76416,850.4541,6638.7627,-475.30847,469.29166,6665.66,-671.9776,-309.40125,6534.955,-712.12225,-111.9336,6429.18,-561.7687,-54.065105,6598.503,-42.925434,1198.1754,6908.987,-169.44656,826.326,6850.4307,-396.77115,470.84497,6814.824,131.39044,53.0887,6928.5674,-112.41162,72.03682,6929.945,-347.95566,-53.190895,6865.9062,-447.83786,-351.05096,6700.706,-444.1662,-206.26895,6715.341,-456.2889,-93.967674,6725.632,-443.90854,222.0603,6740.9834,-444.83478,392.57553,6745.447,-854.90894,1278.3972,6610.2466,-963.5525,1203.6019,6684.6934,112.59129,1250.938,6904.7344,-51.8586,1272.5215,6915.7324
72,1.44,-890.21533,1142.3179,6657.3145,-596.7735,850.9268,6639.4077,-442.29443,469.5477,6667.541,-644.48004,-306.7892,6564.1694,-659.20825,-127.43296,6432.2646,-522.25073,-55.142296,6603.9604,-31.103153,1199.8944,6910.81,-144.44969,827.8304,6855.915,-370.27673,471.15173,6819.2217,150.2709,57.75484,6938.219,-92.135574,86.94636,6951.0127,-325.12665,-48.43016,6885.0054,-423.86554,-351.61612,6720.596,-416.46362,-207.20166,6730.912,-426.48196,-93.23191,6737.2544,-410.665,222.30771,6745.5396,-413.41296,392.60938,6748.063,-850.40485,1276.1836,6609.0522,-950.43695,1186.9293,6680.109,117.02421,1264.8451,6899.2993,-47.568485,1270.8663,6916.647
73,1.46,-873.2246,1132.0505,6651.5156,-572.1881,849.8205,6642.0605,-409.4711,468.72107,6667.578,-614.97656,-300.1971,6587.068,-598.7812,-145.72559,6432.3906,-477.4306,-57.503746,6608.6084,-25.214024,1199.6715,6912.66,-124.77409,827.5122,6861.978,-347.32965,470.22614,6823.4116,166.60081,63.757904,6944.4004,-73.355034,106.25287,6971.428,-304.2653,-43.558113,6905.498,-397.579,-353.01083,6742.975,-387.63983,-208.74138,6748.879,-396.05267,-93.06505,6750.8174,-379.13916,221.82222,6750.671,-384.45483,391.51105,6750.371,-846.04834,1273.7318,6607.2637,-936.32996,1171.8218,6674.418,118.57865,1269.9768,6899.024,-45.739822,1268.9713,6918.1035
74,1.48,-855.45276,1123.4485,6645.682,-548.1578,845.7779,6645.584,-378.28506,465.92188,6665.998,-581.7864,-292.5757,6601.8086,-530.1317,-167.7819,6432.8574,-427.3757,-62.85349,6613.079,-23.8049,1198.8651,6913.2764,-111.80202,825.128,6867.3496,-328.58755,467.6391,6826.3877,179.23094,71.45214,6946.9575,-56.675117,119.07249,6987.7417,-285.60843,-38.83655,6925.197,-368.80637,-355.37473,6765.339,-357.49646,-210.52412,6767.7573,-364.98965,-94.223564,6765.4673,-349.52383,219.99866,6755.8193,-358.5339,388.5729,6751.6025,-841.8095,1270.9058,6605.5386,-921.7942,1158.5442,6668.0176,118.89286,1269.7946,6902.5864,-45.815647,1267.9734,6918.4805
75,1.5,-836.9593,1115.1777,6640.8877,-525.32434,839.4775,6648.4536,-350.19577,460.81882,6663.9116,-540.2815,-289.22946,6605.4414,-451.7459,-195.61035,6438.0337,-373.58304,-71.98217,6619.378,-24.343761,1198.4861,6912.829,-105.69735,822.2321,6871.6895,-313.81863,463.29565,6827.6157,186.76825,81.23956,6948.205,-44.05871,129.31651,6999.9224,-269.2924,-33.69795,6942.7017,-339.2255,-358.50784,6786.295,-326.46112,-212.79413,6786.3276,-333.29327,-97.1161,6780.3823,-321.83972,216.43265,6760.6323,-336.17337,383.3542,6751.7085,-836.6491,1267.2386,6604.056,-906.7202,1146.0594,6662.462,119.09437,1268.5365,6906.654,-46.41858,1268.0471,6917.5986
76,1.52,-817.854,1106.302,6637.952,-504.75278,832.98785,6649.6533,-325.97272,454.3088,6662.3447,-491.65625,-293.40692,6598.398,-355.93747,-230.19101,6455.5186,-318.9753,-83.734505,6629.9326,-25.313892,1198.45,6912.2974,-105.126625,820.62744,6875.1846,-302.22583,457.9973,6827.536,188.2234,94.165634,6950.55,-37.567417,143.76926,7008.9937,-255.7767,-27.870596,6957.0215,-311.15182,-361.72867,6807.1074,-295.21335,-215.96336,6804.78,-301.1339,-101.3133,6795.404,-296.48132,211.5193,6765.154,-317.93686,376.60815,6751.649,-829.77325,1262.508,6602.296,-890.7929,1133.5359,6658.989,119.27507,1268.2275,6908.8735,-46.755962,1268.5273,6916.3716
77,1.54,-798.7166,1096.9192,6636.27,-486.8084,827.77155,6649.0684,-305.4357,447.68097,6661.6045,-428.68674,-301.91058,6592.7915,-254.88567,-255.24298,6484.396,-264.8563,-96.14041,6646.0225,-26.103271,1198.2795,6912.076,-107.842804,820.51746,6877.6045,-292.88074,452.62933,6826.9575,183.65082,114.01063,6954.647,-38.622147,163.05083,7016.1396,-246.19177,-22.166655,6967.3,-285.6044,-364.33884,6830.115,-264.45636,-220.01988,6824.2437,-269.42703,-106.12741,6810.877,-274.56387,205.9888,6769.668,-302.8637,369.70142,6751.7075,-821.3757,1256.9951,6599.715,-874.07715,1121.3003,6656.9795,119.39139,1268.5851,6909.291,-46.382282,1268.832,6915.1333
78,1.56,-780.0657,1087.7761,6633.981,-470.2024,823.29974,6647.0474,-288.06335,441.35962,6661.4,-342.06473,-321.57193,6595.304,-153.26201,-277.59283,6521.3867,-210.09406,-107.635765,6666.9487,-26.236824,1197.9075,6911.5537,-111.517624,820.50476,6878.231,-284.8583,447.15784,6826.312,176.25824,130.84763,6961.3506,-48.44068,184.65979,7023.88,-241.79095,-18.085356,6973.248,-261.57828,-365.9587,6855.4204,-234.90027,-224.10103,6844.9775,-239.8447,-111.24104,6826.889,-256.555,200.26132,6773.75,-289.57303,363.3249,6751.619,-811.2254,1251.3704,6596.3345,-856.9457,1110.2925,6654.043,119.60639,1268.6954,6909.2935,-44.78254,1268.9059,6913.1675
79,1.58,-761.33624,1079.8329,6629.4146,-453.09692,817.5724,6643.915,-273.1909,434.72263,6660.951,-239.15541,-369.75488,6602.684,-50.33043,-286.7795,6566.4634,-156.55782,-116.47719,6689.9956,-25.42052,1197.3511,6909.912,-114.41404,819.0633,6876.7046,-277.2915,440.8292,6825.7397,166.4283,148.60252,6965.902,-66.50709,203.89314,7024.7095,-242.25462,-16.825241,6975.636,-237.8518,-366.6057,6879.845,-207.4944,-226.88802,6865.034,-213.94063,-116.40766,6842.4546,-242.26614,194.5506,6777.222,-277.31827,357.1589,6751.044,-797.6477,1246.464,6592.652,-839.26447,1101.0787,6647.7803,119.12983,1268.2429,6909.481,-41.986916,1268.6158,6909.839
80,1.6,-741.4012,1073.8801,6622.3823,-435.89542,810.0454,6640.0576,-259.97095,427.187,6659.758,-106.16039,-432.08957,6617.359,49.19964,-280.29938,6617.383,-109.414925,-120.46429,6711.1265,-23.89356,1196.2885,6906.981,-115.61942,815.9763,6873.7,-269.36987,433.97708,6825.464,154.04659,168.42975,6969.1895,-88.159355,217.50418,7018.4907,-244.27892,-18.352032,6976.313,-215.02194,-366.7817,6899.493,-183.56888,-227.86877,6881.243,-192.27763,-120.98759,6855.6675,-230.3431,189.21219,6780.426,-266.0291,350.7597,6750.299,-779.73157,1242.9478,6589.229,-820.0917,1093.9082,6637.881,117.202736,1267.5457,6909.662,-38.990845,1267.523,6905.445
81,1.62,-720.17035,1070.2363,6614.0923,-419.529,802.79034,6635.959,-247.3273,419.29608,6658.0513,64.687355,-476.06302,6649.9263,129.41768,-260.4285,6664.1567,-72.7525,-122.44011,6727.981,-22.261944,1194.7223,6903.35,-114.95531,812.53357,6870.643,-260.5091,427.7468,6825.6465,141.05106,193.19516,6974.9136,-105.954315,224.29466,7010.5396,-242.63599,-21.181595,6977.55,-194.50978,-367.50964,6912.934,-163.87424,-228.16629,6891.962,-174.11311,-124.52265,6865.155,-218.74374,184.61607,6783.8374,-255.3381,344.46182,6750.1353,-759.94525,1240.9568,6586.2827,-798.5329,1089.1277,6626.546,115.0609,1267.0844,6909.775,-37.08279,1265.8386,6900.901
82,1.64,-698.69617,1068.9552,6605.945,-405.27115,797.2078,6631.368,-234.39832,412.3703,6656.339,258.57965,-454.27866,6703.8096,192.95018,-244.74069,6707.615,-47.248085,-125.76523,6740.103,-20.8599,1193.6062,6900.009,-112.75046,810.1593,6868.615,-250.50027,423.17603,6825.878,135.36151,220.32672,6981.4653,-113.77899,225.27567,7006.065,-233.79297,-23.57898,6980.7505,-176.25551,-369.91153,6921.6523,-147.2485,-229.77542,6898.6646,-157.7246,-127.65849,6871.386,-205.72792,180.83774,6787.1855,-244.16394,339.00598,6750.6206,-741.9938,1239.9594,6583.314,-775.481,1086.3022,6616.5664,114.83081,1267.1587,6909.8633,-36.67268,1264.8923,6897.14
83,1.66,-678.04486,1068.983,6598.171,-391.9937,792.9192,6625.629,-221.09375,407.02777,6654.9707,405.1389,-364.59256,6765.43,239.65315,-210.2253,6743.1133,-28.6822,-129.43945,6748.4653,-19.274351,1193.9233,6897.856,-109.435616,809.0105,6867.6177,-239.24376,419.87952,6825.456,132.20613,244.78503,6990.148,-111.530075,223.22154,7007.022,-218.93547,-25.241798,6985.5728,-158.85703,-374.24905,6928.069,-131.2267,-233.77705,6904.5215,-141.46638,-131.5401,6876.289,-190.95358,177.71921,6789.9077,-231.54922,334.38132,6751.0684,-725.7009,1239.2069,6578.922,-752.3391,1085.1552,6608.9365,117.000145,1267.7764,6909.9614,-36.614056,1265.7672,6894.8394
84,1.68,-657.5735,1069.4381,6589.72,-377.69772,788.3599,6618.963,-207.59796,402.49557,6654.1104,494.0022,-197.88847,6828.6855,272.5048,-146.38739,6768.7544,-11.500341,-130.4842,6754.343,-16.786915,1195.266,6897.133,-105.19564,807.8335,6866.92,-226.4683,416.32367,6824.3,127.45027,276.3923,7000.898,-105.095566,221.24167,7012.612,-202.84177,-27.353546,6990.596,-141.33858,-379.33337,6933.835,-114.2221,-239.23175,6911.5615,-124.72755,-136.0464,6881.6323,-175.20462,175.19875,6791.732,-217.67183,329.7283,6751.1084,-706.1787,1238.6351,6571.137,-729.23334,1085.9618,6601.8945,119.530685,1268.7355,6909.7954,-35.14632,1267.8058,6894.176
85,1.7,-635.3081,1070.2506,6579.312,-361.96463,782.5764,6612.7666,-193.58913,397.57275,6653.841,511.0261,-25.013395,6876.919,289.5605,-53.257286,6788.047,7.1516333,-125.22706,6759.2036,-13.539645,1196.1213,6897.1763,-100.119606,805.75146,6865.985,-212.18614,411.55038,6823.182,119.59436,309.85092,7013.77,-101.84554,221.82684,7020.1577,-189.41748,-30.993425,6994.816,-123.70652,-383.2552,6939.4194,-96.38836,-243.90869,6919.3623,-107.57342,-139.61317,6887.858,-159.39493,173.19916,6792.8643,-203.04448,324.42007,6750.8853,-679.37164,1239.212,6558.6626,-704.6845,1089.0447,6592.443,120.39973,1269.7737,6909.1616,-32.057037,1269.2329,6894.576
86,1.72,-609.7839,1072.7242,6567.049,-345.95398,776.1533,6608.092,-178.53809,391.9455,6654.1445,488.1068,122.68875,6909.7983,294.60904,37.130436,6803.7593,27.29884,-114.13953,6764.5747,-10.869071,1195.6346,6896.947,-94.455414,803.0441,6864.7686,-197.15195,406.12628,6822.8535,104.98584,343.38058,7029.6797,-105.059944,225.14484,7026.268,-178.57912,-35.931232,6998.243,-106.30503,-384.8499,6944.219,-78.28767,-246.18388,6926.184,-89.72536,-141.15439,6894.209,-144.09305,171.21323,6793.937,-187.96484,318.52762,6750.745,-647.15454,1241.9048,6542.5977,-677.6197,1093.9879,6579.369,119.93151,1270.6769,6908.538,-29.282753,1269.0414,6894.898
87,1.74,-582.4907,1076.7444,6554.487,-330.5577,770.6819,6604.398,-162.732,386.52032,6654.8193,447.65442,233.72824,6930.373,279.9298,107.871666,6825.8345,48.12294,-102.316666,6770.949,-10.0680895,1194.4181,6895.884,-88.81898,800.82465,6863.519,-182.43947,401.4232,6823.2,82.08051,378.84784,7047.106,-111.013016,227.60033,7029.772,-168.295,-41.057743,7000.262,-88.98393,-384.344,6947.0586,-59.61829,-246.1071,6930.8813,-70.57748,-141.15585,6899.668,-129.39041,168.98878,6795.581,-172.51543,313.35825,6750.8784,-616.3418,1246.1481,6526.8193,-649.1878,1099.6967,6564.882,119.6763,1271.1758,6908.7617,-28.748571,1267.5989,6894.1523
88,1.76,-556.9511,1080.7871,6543.273,-315.38385,767.6077,6600.385,-147.47127,382.75146,6655.5566,399.5358,305.88904,6941.574,253.88968,146.16112,6838.8027,68.5553,-94.10874,6777.002,-11.075224,1193.5627,6894.242,-84.04312,800.3155,6862.7524,-169.1935,398.50388,6823.578,56.464005,402.00388,7064.441,-113.956184,228.36128,7033.294,-155.1761,-45.084946,7002.0273,-70.79376,-382.68814,6947.2964,-39.736797,-244.69806,6933.665,-50.2602,-140.513,6903.796,-115.16187,167.18127,6797.9355,-157.3565,310.18253,6751.228,-592.8054,1249.8788,6515.3564,-623.9684,1103.7052,6552.869,119.902596,1270.9604,6910.053,-30.186089,1265.7279,6892.2173
89,1.78,-536.0672,1083.0734,6533.6157,-299.21368,767.1835,6595.729,-134.02293,381.50763,6656.281,345.0924,353.72742,6945.033,224.79036,168.36217,6836.6123,87.09103,-89.375336,6780.844,-12.601176,1193.5104,6892.6904,-80.989334,801.3544,6862.979,-158.80634,397.58105,6823.8726,37.141205,417.4447,7080.8984,-113.27675,228.30547,7039.7036,-138.13406,-47.25745,7006.548,-50.877163,-380.63144,6945.6704,-19.013008,-242.7727,6935.4595,-30.08821,-139.32904,6906.894,-101.51267,166.58162,6800.7207,-143.936,309.19772,6751.826,-576.8166,1251.2693,6508.577,-603.272,1103.995,6542.004,119.34247,1270.0941,6911.884,-31.57633,1264.0145,6889.794
90,1.8,-519.8382,1082.9088,6524.333,-281.18906,768.2816,6591.5225,-122.44426,382.30618,6657.3345,289.755,382.41858,6940.199,200.12456,183.33183,6822.2993,102.55177,-85.565125,6781.9775,-13.226564,1193.933,6891.6387,-79.88562,802.7483,6864.2803,-151.88608,397.9824,6824.796,15.864965,431.1297,7098.0103,-114.446526,228.08301,7049.074,-119.49364,-47.93055,7013.7104,-29.78298,-378.57364,6943.908,0.97471386,-240.77591,6937.021,-11.674771,-137.46463,6909.5483,-88.76468,167.4507,6803.666,-133.18051,309.6922,6753.017,-562.33405,1250.282,6501.2427,-587.16064,1101.73,6530.7534,117.32274,1269.2249,6913.6475,-31.247307,1262.8491,6887.622
91,1.82,-505.44537,1080.8014,6514.2603,-261.8754,768.9628,6589.028,-111.602036,383.6528,6659.1187,243.54388,398.30444,6929.9976,188.61804,195.68936,6809.272,114.965645,-81.62285,6781.5396,-12.299561,1194.2014,6890.865,-79.919464,803.533,6866.132,-146.98886,398.52948,6826.978,-11.081231,440.2597,7115.745,-121.75906,227.20013,7058.9087,-102.68909,-48.40804,7021.2544,-9.3588,-376.92667,6943.4673,18.660616,-239.23645,6938.6387,4.1928186,-135.534,6912.0327,-77.23143,169.054,6806.5024,-124.42195,310.5327,6755.038,-544.2134,1248.2772,6488.598,-573.49976,1100.0299,6518.588,115.07609,1269.1857,6914.817,-29.106445,1262.3734,6885.805
92,1.84,-489.841,1078.4899,6503.418,-243.3323,769.0761,6588.4023,-100.41215,384.21335,6661.6436,221.56793,406.8471,6918.584,186.72968,204.446,6798.3296,125.2024,-78.67325,6780.9883,-10.203412,1193.9617,6889.7783,-79.91384,803.43414,6867.675,-141.6949,398.271,6830.1035,-41.45722,446.03708,7132.662,-132.90132,224.98134,7066.1997,-89.74952,-50.01075,7026.636,8.666547,-376.20737,6944.5376,33.512104,-238.7659,6940.2344,17.637032,-134.66211,6914.153,-67.115616,170.16423,6808.801,-116.10775,310.7992,6757.5903,-522.62933,1246.7472,6471.798,-560.0095,1099.905,6506.081,114.304825,1269.5433,6914.6997,-26.222683,1262.3477,6883.9673
93,1.86,-471.9145,1077.7426,6492.764,-227.824,769.22797,6588.472,-88.969246,383.72058,6664.668,211.49507,409.66956,6906.534,188.93,206.43634,6788.2407,134.02814,-77.982376,6781.0273,-8.159302,1193.503,6888.1646,-78.97288,802.9969,6868.37,-134.85883,397.11102,6833.2437,-70.7262,448.85074,7144.359,-142.57619,221.37941,7069.938,-80.39375,-53.171715,7029.3545,23.570292,-376.8259,6946.1963,45.882458,-239.6665,6941.5527,29.013798,-135.51512,6915.6084,-58.408363,169.98132,6810.303,-107.35703,310.25284,6760.1855,-499.97705,1246.6196,6455.2124,-543.7997,1100.503,6493.119,115.21448,1269.7463,6913.209,-23.88378,1262.4905,6881.99
94,1.88,-452.1733,1078.5869,6483.2896,-215.62639,770.0054,6587.9966,-78.24478,382.79623,6668.115,206.0749,408.46997,6894.91,192.70393,202.71983,6778.6987,141.79066,-79.53186,6781.438,-7.6801167,1193.3927,6886.697,-76.61014,802.7863,6868.319,-126.99787,395.73126,6835.9194,-95.80478,446.70673,7149.1387,-148.19217,216.12344,7070.6064,-73.33016,-57.45094,7029.8486,35.526234,-378.9078,6947.489,56.32097,-241.80507,6942.3667,38.484093,-137.90051,6916.332,-50.715797,168.59662,6811.4,-98.34081,309.41992,6762.848,-479.4959,1247.5787,6443.3423,-524.1197,1101.0508,6480.964,115.804436,1269.9752,6911.5137,-23.267467,1262.8076,6880.459
95,1.9,-431.71893,1080.2432,6475.6855,-204.72423,771.62067,6586.864,-68.83039,381.96765,6672.016,205.13918,406.38873,6885.924,196.4373,198.02129,6767.6597,148.56042,-82.33226,6781.412,-9.715607,1193.7543,6886.547,-72.95435,802.79913,6868.089,-119.16321,394.8016,6838.498,-110.353004,441.1341,7153.449,-148.22282,210.32889,7070.809,-67.579155,-62.07516,7029.0474,45.353973,-382.2397,6948.1914,65.1637,-244.81987,6942.62,46.135773,-141.12003,6916.4585,-43.516438,166.67567,6812.857,-89.66023,308.5416,6766.0815,-462.6347,1248.0354,6437.078,-502.08124,1101.5074,6470.8916,113.39273,1270.9912,6911.357,-24.06587,1263.3691,6879.777
96,1.92,-412.3229,1081.1359,6469.987,-192.88527,773.0594,6585.847,-60.443077,381.10605,6676.113,212.56987,401.06335,6881.7305,201.35292,193.24472,6756.8555,154.18112,-85.417,6780.207,-13.764116,1194.2465,6888.276,-68.77273,802.6445,6868.34,-112.16478,393.8888,6841.5483,-123.86218,433.352,7158.665,-143.36757,205.91293,7072.2686,-62.575733,-66.37369,7028.1035,54.188778,-386.39154,6948.5537,72.539345,-248.3679,6942.413,52.239952,-144.51697,6916.135,-36.841724,164.77979,6814.9185,-81.93436,307.7774,6769.98,-448.00247,1246.7096,6434.364,-480.35223,1101.5846,6462.939,107.31967,1273.016,6913.3896,-25.561274,1263.9764,6880.12
97,1.94,-395.66495,1081.0101,6465.9194,-179.2721,773.8072,6585.9346,-52.72223,379.95215,6679.8784,216.27628,393.68613,6870.8037,209.52115,189.61678,6750.014,158.27658,-88.48086,6777.762,-17.879427,1194.5901,6891.1074,-64.817154,801.94794,6869.3887,-106.24309,392.72778,6845.0874,-140.14691,425.66553,7163.069,-139.18747,201.16544,7072.762,-57.69359,-70.05007,7027.7197,62.777565,-390.97357,6948.6646,78.576675,-252.2472,6941.845,57.221786,-147.80643,6915.4385,-31.37313,163.08412,6817.051,-75.7445,307.12125,6773.8867,-433.447,1244.5565,6433.212,-461.49545,1101.402,6456.3716,100.34887,1274.4706,6916.6323,-28.69482,1264.4579,6882.091
98,1.96,-381.98642,1080.9427,6463.5127,-164.7793,774.14984,6587.653,-45.868332,378.8021,6683.079,217.2696,386.77087,6855.54,216.04161,187.60631,6742.8516,160.33997,-91.75818,6774.595,-20.181524,1194.7072,6893.508,-61.416187,801.0267,6871.0024,-100.90783,391.74408,6848.6704,-153.02864,419.62836,7166.734,-135.24165,196.6669,7072.8975,-52.31219,-73.22004,7027.8584,70.89406,-395.7444,6948.215,83.48275,-256.33002,6940.8677,61.30079,-151.04584,6914.384,-27.560238,161.62311,6818.7295,-71.21864,306.77557,6777.1265,-419.4598,1244.564,6433.101,-446.0224,1101.594,6451.192,96.133995,1274.9211,6919.254,-31.358002,1264.9409,6884.563
99,1.98,-369.98694,1081.5729,6463.1616,-151.08435,774.5095,6590.8203,-40.076668,378.26456,6686.025,220.12888,380.11508,6839.252,219.7244,185.57095,6734.1406,160.05954,-95.37173,6771.1523,-20.439041,1194.5483,6894.5366,-58.359253,800.47833,6872.6313,-95.31571,391.37787,6851.911,-160.65584,415.08038,7169.655,-130.39162,192.396,7073.2427,-46.4135,-76.04743,7028.308,77.61494,-400.4785,6946.807,87.41714,-260.39047,6939.3657,64.32591,-154.33867,6913.0,-24.883293,160.4186,6820.055,-67.60929,306.84848,6779.6865,-407.87985,1245.1976,6434.7373,-432.77,1102.2534,6448.445,96.55438,1275.0376,6919.63,-32.13952,1265.4167,6886.232
100,2.0,-358.38763,1082.5172,6465.0005,-139.22192,775.23944,6594.739,-34.86975,378.52753,6689.0376,225.14459,374.66125,6824.876,220.73523,181.83615,6723.8726,157.95343,-98.93305,6767.4736,-19.763695,1194.1886,6894.4795,-55.231274,800.4867,6873.9375,-89.0544,391.58313,6854.6836,-163.78935,410.95514,7171.8496,-125.07853,188.42937,7073.762,-40.934925,-78.45519,7029.0786,82.259865,-404.90277,6944.405,90.334724,-264.10162,6937.319,66.10993,-157.6004,6911.346,-22.186182,159.50134,6821.3604,-63.622395,307.443,6781.946,-399.4001,1245.4739,6437.431,-420.9367,1102.866,6448.855,97.27717,1274.958,6919.733,-31.135036,1265.8086,6886.5146
101,2.02,-347.37738,1083.4044,6468.435,-129.18001,776.77966,6598.569,-29.560347,379.2232,6691.8823,231.1563,370.23428,6812.9863,220.31587,176.51918,6713.058,155.44519,-101.85744,6763.3857,-19.074808,1193.918,6894.2363,-51.899876,800.7642,6875.035,-82.61185,391.9045,6856.971,-163.49623,406.8879,7173.564,-121.08919,185.3324,7074.121,-37.166508,-80.4163,7030.0195,84.98617,-408.86078,6941.3643,92.0481,-267.26852,6934.7363,66.814285,-160.62646,6909.374,-18.746164,158.77425,6822.5425,-58.573494,308.26407,6783.955,-394.36557,1245.1017,6440.6465,-410.77344,1103.1161,6451.7344,96.85491,1274.9213,6920.323,-29.450386,1266.0911,6885.976
102,2.04,-338.229,1084.4207,6472.3965,-120.797646,779.3504,6601.776,-24.057592,379.92993,6694.0146,237.95467,366.79004,6801.9326,219.66689,170.88261,6702.735,153.70894,-103.93658,6758.878,-18.586699,1193.9948,6894.398,-48.626102,801.0031,6876.236,-76.380554,391.95178,6858.9897,-160.8789,403.64355,7174.798,-119.518745,183.01743,7073.987,-35.478867,-82.27531,7030.566,86.4975,-412.3993,6938.089,92.527985,-269.97864,6931.595,66.88805,-163.28879,6906.9077,-14.833489,158.0559,6823.0967,-52.953,308.80786,6785.39,-391.05902,1245.0983,6443.6914,-402.70145,1102.9675,6455.468,95.659195,1275.0308,6921.1763,-28.22009,1266.2964,6885.598
