frame_num,timestamp (sec),track_2_right_ankle.x,track_2_right_ankle.y,track_2_right_ankle.z,track_2_right_knee.x,track_2_right_knee.y,track_2_right_knee.z,track_2_right_hip.x,track_2_right_hip.y,track_2_right_hip.z,track_2_right_wrist.x,track_2_right_wrist.y,track_2_right_wrist.z,track_2_right_elbow.x,track_2_right_elbow.y,track_2_right_elbow.z,track_2_right_shoulder.x,track_2_right_shoulder.y,track_2_right_shoulder.z,track_2_left_ankle.x,track_2_left_ankle.y,track_2_left_ankle.z,track_2_left_knee.x,track_2_left_knee.y,track_2_left_knee.z,track_2_left_hip.x,track_2_left_hip.y,track_2_left_hip.z,track_2_left_wrist.x,track_2_left_wrist.y,track_2_left_wrist.z,track_2_left_elbow.x,track_2_left_elbow.y,track_2_left_elbow.z,track_2_left_shoulder.x,track_2_left_shoulder.y,track_2_left_shoulder.z,track_2_head_top.x,track_2_head_top.y,track_2_head_top.z,track_2_head.x,track_2_head.y,track_2_head.z,track_2_neck.x,track_2_neck.y,track_2_neck.z,track_2_spine.x,track_2_spine.y,track_2_spine.z,track_2_pelvis.x,track_2_pelvis.y,track_2_pelvis.z,track_2_right_toe_base.x,track_2_right_toe_base.y,track_2_right_toe_base.z,track_2_right_heel.x,track_2_right_heel.y,track_2_right_heel.z,track_2_left_toe_base.x,track_2_left_toe_base.y,track_2_left_toe_base.z,track_2_left_heel.x,track_2_left_heel.y,track_2_left_heel.z
30,0.6,-1098.8337,1186.2883,6599.348,-953.08514,807.02924,6610.4653,-1080.7775,395.99948,6608.1733,-930.69196,199.34749,6611.3394,-1061.5667,166.14632,6447.9556,-1054.8916,-98.02419,6535.209,-1219.0726,1202.6735,6703.4233,-1182.9332,809.2772,6731.51,-1138.4824,395.94537,6758.5635,-978.2422,190.3303,6831.744,-1162.8427,140.61702,6917.284,-1116.991,-115.36161,6847.551,-1019.33453,-426.967,6678.741,-1030.1462,-282.25357,6689.706,-1065.3754,-173.28438,6687.8193,-1115.9932,158.08488,6685.3096,-1124.8898,318.1403,6681.6533,-972.1142,1273.031,6594.764,-1135.1091,1248.7687,6599.745,-1099.8282,1272.3472,6757.8394,-1238.7192,1268.5066,6690.269
31,0.62,-1087.5635,1186.4866,6601.2144,-945.8393,805.47626,6610.6,-1078.0717,396.20013,6608.091,-924.99396,201.53572,6608.418,-1057.711,167.15927,6446.6,-1051.5808,-97.24667,6534.295,-1218.0258,1203.0315,6702.9863,-1180.2292,808.9552,6730.8877,-1134.581,396.51205,6757.785,-973.2666,191.4824,6833.1543,-1152.9951,141.74861,6919.263,-1107.6155,-115.19011,6847.7725,-1014.0576,-426.63132,6677.897,-1024.8611,-281.73376,6688.7974,-1059.7106,-172.68513,6687.1826,-1111.0637,158.65614,6685.4614,-1121.1915,318.62933,6681.598,-956.2849,1273.0261,6599.639,-1123.0814,1249.3245,6601.827,-1098.164,1272.2611,6758.1543,-1238.611,1268.4957,6689.944
32,0.64,-1074.9889,1185.3556,6603.662,-938.1296,804.14294,6610.495,-1075.1266,396.70306,6607.616,-919.35675,202.29826,6605.3604,-1054.4901,167.9119,6444.772,-1048.1992,-96.61298,6532.896,-1216.9757,1202.876,6702.714,-1177.3289,809.1802,6730.088,-1130.529,397.25122,6757.3267,-966.4173,192.07596,6833.652,-1141.3345,142.70642,6921.84,-1097.6796,-114.683174,6847.7563,-1008.2834,-426.3317,6676.883,-1018.87555,-281.21194,6687.605,-1053.4844,-172.09392,6686.2305,-1105.7837,159.33092,6685.486,-1117.1863,319.41516,6681.627,-940.656,1271.483,6602.9624,-1109.9117,1248.1223,6604.328,-1097.1643,1272.066,6757.4106,-1239.0369,1267.6488,6689.5244
33,0.66,-1060.5642,1183.1254,6607.946,-929.6211,803.2586,6610.5376,-1071.3171,397.78497,6606.696,-914.5496,202.15384,6601.204,-1052.0139,168.03232,6444.857,-1044.2533,-96.21418,6531.749,-1216.1183,1202.5621,6702.6357,-1174.8289,809.6945,6728.911,-1126.097,398.23615,6757.1465,-959.4898,192.25514,6830.894,-1128.8784,143.61769,6924.899,-1087.9078,-113.95122,6847.6724,-1002.25336,-426.26398,6675.987,-1012.1403,-281.01663,6686.579,-1046.631,-171.70198,6685.441,-1099.7725,160.26645,6685.612,-1112.1475,320.63388,6681.831,-926.3802,1268.8912,6604.0684,-1095.4215,1246.0509,6608.8047,-1097.568,1272.0934,6755.5815,-1239.5513,1266.9562,6689.222
34,0.68,-1044.5038,1181.2382,6614.2363,-919.7985,802.67444,6611.9624,-1066.0277,399.31183,6606.023,-908.79193,202.50735,6595.425,-1049.789,167.17998,6447.088,-1039.2948,-95.827286,6531.4355,-1215.9751,1202.3171,6702.244,-1172.254,809.9444,6727.6436,-1120.9858,399.29987,6756.7876,-954.756,193.71585,6825.3516,-1116.9309,145.06572,6927.016,-1078.1869,-113.193054,6847.8105,-996.05206,-426.26526,6675.1763,-1004.8178,-281.16214,6685.8013,-1039.1725,-171.41841,6685.014,-1092.7158,161.39636,6686.058,-1105.7877,322.0093,6682.195,-913.1306,1266.5219,6604.541,-1079.6202,1244.7678,6615.2144,-1099.4531,1272.0938,6753.485,-1240.0729,1266.9816,6688.7363
35,0.7,-1027.9554,1181.3424,6621.587,-910.09436,802.2233,6614.052,-1059.3923,400.85165,6606.2993,-899.1946,205.1029,6591.709,-1047.7338,166.44455,6449.202,-1033.6257,-95.28669,6531.7617,-1217.0884,1202.0306,6701.188,-1168.646,809.7676,6726.727,-1115.048,400.2013,6756.136,-949.35187,196.85861,6820.1846,-1104.2012,147.17284,6927.8984,-1067.2994,-112.61193,6848.505,-989.32947,-426.00177,6673.8926,-997.1645,-281.3542,6684.8184,-1031.243,-171.07217,6684.7314,-1084.7758,162.44351,6686.9116,-1098.5659,323.11575,6682.765,-899.652,1265.2112,6606.5464,-1063.0107,1245.7189,6622.361,-1101.4858,1271.6013,6752.5166,-1240.9786,1267.4048,6687.796
36,0.72,-1012.619,1183.4667,6628.652,-901.5574,801.9734,6615.6357,-1052.2362,401.92032,6607.303,-889.9492,209.83133,6588.2246,-1046.1753,166.31621,6449.4614,-1028.2455,-94.557724,6531.9033,-1219.3481,1201.3958,6699.894,-1163.6437,809.4844,6726.2715,-1108.2084,400.70374,6755.7183,-941.39557,201.61478,6815.7285,-1088.8396,149.04684,6928.307,-1054.3174,-112.300674,6849.8447,-981.57904,-425.30774,6671.695,-989.3478,-281.23737,6683.222,-1023.0298,-170.64165,6684.2817,-1076.3518,163.009,6688.034,-1090.9501,323.65967,6683.6904,-886.14923,1265.3964,6609.9756,-1046.8584,1248.7836,6629.2383,-1103.3552,1270.4178,6752.329,-1242.4792,1267.5271,6686.8203
37,0.74,-999.9479,1186.1964,6634.6704,-893.9385,802.21716,6616.4873,-1045.1614,402.2039,6608.134,-883.56036,214.5225,6582.4824,-1045.721,167.07513,6449.146,-1023.95013,-93.67641,6531.2505,-1221.4435,1200.5182,6699.187,-1157.7487,809.5494,6726.031,-1100.3561,400.6588,6756.0874,-923.91113,205.47502,6809.0044,-1070.2983,149.70847,6929.0767,-1039.8912,-112.15058,6851.484,-972.92523,-424.28485,6668.9565,-981.3252,-280.61465,6681.1387,-1014.65295,-170.15338,6683.5264,-1067.6586,162.78374,6689.204,-1082.9973,323.55344,6684.862,-874.81793,1266.4196,6613.11,-1032.8248,1252.3158,6635.7563,-1104.5758,1268.976,6751.9653,-1243.9674,1266.9785,6686.5703
38,0.76,-990.35913,1188.4576,6639.894,-886.6356,803.17786,6617.2173,-1037.8942,401.8427,6608.378,-877.67395,217.34659,6575.296,-1046.8497,168.26953,6450.3623,-1020.4348,-92.76322,6529.9614,-1222.0444,1199.5352,6699.3345,-1151.3329,810.2684,6725.9023,-1091.4171,400.26862,6757.1196,-902.9301,208.22389,6802.482,-1050.4379,148.23119,6930.112,-1025.6835,-111.97703,6852.692,-964.1721,-423.16168,6666.484,-972.88086,-279.55847,6679.0015,-1006.1076,-169.53867,6682.4536,-1058.7024,161.94405,6690.234,-1074.6141,323.03464,6685.679,-866.9849,1267.3329,6615.57,-1021.93256,1254.904,6642.8896,-1104.8446,1267.9944,6750.704,-1244.5221,1265.8396,6687.26
39,0.78,-983.2593,1190.474,6645.0796,-879.86304,804.9085,6618.4185,-1029.623,401.47324,6608.5215,-869.6488,217.9785,6567.354,-1049.0563,167.65495,6453.074,-1016.48645,-91.92788,6528.6914,-1220.8997,1198.6523,6700.022,-1143.6302,811.60956,6726.26,-1081.3468,400.075,6758.0454,-885.12024,209.95303,6798.0977,-1032.4136,146.31854,6930.706,-1012.649,-111.74367,6852.68,-955.7331,-422.1337,6664.482,-963.79535,-278.39212,6677.064,-997.26105,-168.7651,6681.1343,-1049.3746,161.20108,6690.735,-1065.408,322.65344,6685.872,-861.76984,1268.7134,6619.0356,-1014.1355,1256.5266,6650.5586,-1104.7701,1268.0293,6748.7856,-1243.8723,1264.4124,6688.476
40,0.8,-977.87897,1192.7538,6650.5503,-874.524,807.41583,6620.3403,-1019.8152,401.83157,6608.956,-859.9534,218.31625,6558.566,-1051.6328,166.84665,6455.984,-1011.0389,-91.13235,6527.9253,-1218.6244,1198.1787,6700.9517,-1133.1223,813.3479,6727.723,-1070.0043,400.5759,6758.1514,-869.313,209.84207,6794.1494,-1015.86926,145.59572,6930.855,-1000.05457,-111.49974,6851.1694,-947.043,-421.25763,6662.361,-953.99475,-277.4128,6675.2085,-987.798,-167.96068,6679.689,-1038.5663,161.2009,6690.449,-1054.7933,322.99277,6685.5737,-857.9312,1271.1506,6624.144,-1008.91473,1257.8143,6658.0024,-1105.4924,1269.25,6747.3945,-1242.4474,1263.1365,6689.7373
41,0.82,-973.96436,1194.9108,6655.4033,-870.9521,810.59686,6623.0522,-1008.61096,403.34744,6609.181,-851.78613,219.5194,6548.4863,-1053.6445,166.14345,6458.766,-1003.93964,-90.24759,6527.599,-1215.7563,1198.2891,6701.952,-1118.8583,815.683,6730.751,-1057.2205,402.0608,6757.444,-850.49036,208.07124,6788.309,-997.7529,146.46848,6930.7915,-986.124,-111.09955,6848.712,-937.44824,-420.39667,6659.582,-943.6076,-276.51895,6673.08,-977.3411,-167.18936,6678.1094,-1026.1302,162.13208,6689.8022,-1042.3644,324.45712,6684.873,-855.04663,1274.4033,6629.8574,-1005.9294,1258.8773,6663.604,-1107.4979,1271.3467,6747.432,-1240.8545,1262.3855,6690.6665
42,0.84,-971.6782,1196.0986,6657.984,-868.10175,813.9864,6626.4175,-996.58624,406.03345,6608.4277,-847.498,220.63039,6535.28,-1054.8063,165.87947,6461.891,-996.07733,-89.19325,6527.3486,-1212.3816,1198.4872,6702.806,-1100.9421,819.3289,6735.4805,-1043.0188,404.67487,6756.622,-826.58813,205.44763,6782.2915,-975.4408,147.92476,6930.2583,-969.7464,-110.27456,6846.2026,-927.1849,-419.3503,6656.2666,-932.9474,-275.32404,6670.418,-965.95325,-166.24472,6676.215,-1012.7893,164.05342,6688.9644,-1028.7104,327.1843,6683.9126,-853.8403,1277.4368,6634.208,-1004.95715,1259.2649,6666.0547,-1110.1725,1273.5961,6748.369,-1239.5432,1261.8755,6691.001
43,0.86,-970.85345,1196.2427,6657.9683,-864.208,816.8843,6630.0312,-984.24335,409.41095,6606.6963,-843.0641,220.00711,6520.62,-1055.571,166.08632,6465.308,-988.9328,-88.038216,6527.1094,-1208.2878,1197.4801,6703.545,-1079.5768,824.4429,6741.924,-1027.7266,408.12033,6756.331,-800.0703,202.67973,6777.2095,-948.0191,148.43845,6928.98,-951.6605,-109.09789,6844.036,-917.05865,-418.15387,6652.8774,-922.37195,-273.7991,6667.3677,-954.41077,-164.94315,6673.9946,-999.8486,166.8688,6687.8335,-1014.9626,330.803,6682.879,-854.45325,1279.4932,6636.2334,-1005.37036,1258.8071,6665.742,-1112.4753,1275.1764,6749.1875,-1238.5312,1260.3185,6690.977
44,0.88,-970.6459,1196.164,6656.953,-858.491,819.0254,6633.4043,-971.7232,412.44174,6604.789,-837.70154,218.61852,6505.222,-1056.3402,166.17195,6468.922,-983.3625,-87.12964,6527.2676,-1202.991,1193.6963,6704.8545,-1054.1029,829.7722,6750.2764,-1011.75824,411.32202,6756.5664,-774.337,200.02426,6773.1514,-917.9887,147.61595,6926.5713,-933.705,-108.1203,6841.9434,-907.5358,-417.17484,6649.612,-912.0565,-272.55,6664.3877,-943.54285,-163.59038,6671.8384,-988.1762,169.76437,6686.338,-1001.80426,334.22067,6681.9214,-855.698,1280.5916,6636.4062,-1006.03485,1258.1033,6664.5825,-1113.926,1275.5491,6749.025,-1237.0923,1255.8258,6691.4575
45,0.9,-970.3627,1196.5746,6656.689,-852.2601,821.02057,6636.0283,-959.0409,413.96753,6603.5415,-830.9097,217.49203,6488.55,-1056.7185,165.3093,6473.231,-978.5931,-87.007614,6528.049,-1195.4971,1185.7948,6707.765,-1023.68884,833.3794,6760.6245,-995.1928,412.98062,6756.9136,-750.99854,197.54158,6769.6973,-888.5914,145.62534,6922.8677,-916.81525,-107.87417,6839.577,-898.44257,-416.77582,6646.344,-901.8659,-272.20547,6661.743,-933.26917,-162.90527,6670.1533,-977.0652,171.31885,6684.7793,-988.93896,336.09302,6681.2627,-856.1213,1280.807,6635.4775,-1006.3934,1257.9828,6664.045,-1114.4343,1274.4344,6747.6626,-1233.7981,1246.4869,6693.3174
46,0.92,-970.3246,1197.514,6657.9854,-847.68506,823.79974,6637.26,-946.42,413.64594,6603.2383,-825.72864,216.6498,6467.7476,-1055.5671,163.30768,6478.4844,-973.0281,-87.86941,6529.019,-1184.207,1172.9009,6712.7607,-989.06903,834.255,6771.9097,-977.73206,412.7101,6757.208,-729.56055,195.1645,6766.1953,-863.01154,143.52048,6918.691,-900.25244,-108.362206,6836.929,-889.198,-416.9061,6643.097,-891.44025,-272.68262,6659.2246,-922.70087,-163.32175,6668.81,-964.7223,170.79594,6683.7505,-975.3774,335.8715,6681.2466,-855.3317,1280.2557,6633.681,-1007.2439,1258.6825,6664.158,-1112.3951,1271.4412,6746.2207,-1227.0856,1230.7866,6696.889
47,0.94,-971.0281,1198.7969,6660.401,-844.91724,827.1746,6636.5166,-934.1431,412.35052,6603.5557,-821.0433,214.89888,6444.9194,-1052.0562,160.95546,6483.662,-966.0975,-89.17088,6529.5186,-1167.3864,1155.0698,6719.2266,-951.2278,832.93,6782.642,-959.0969,411.40817,6757.7915,-707.64197,192.2245,6761.0576,-840.6783,141.68057,6915.636,-882.82465,-109.121254,6834.2314,-879.12317,-417.14532,6640.216,-880.4384,-273.31018,6656.519,-911.20294,-164.4309,6667.3384,-950.1959,169.1308,6683.6465,-960.36505,334.3803,6682.0957,-854.11554,1279.6478,6631.011,-1009.1429,1259.881,6666.1235,-1107.218,1265.9088,6745.051,-1215.7238,1208.6033,6702.0337
48,0.96,-971.5957,1200.5428,6663.413,-841.3225,829.4121,6633.8926,-922.29407,411.4094,6603.887,-817.8096,211.05667,6423.344,-1046.8579,159.47876,6486.793,-958.6024,-90.044075,6529.4116,-1144.0167,1134.013,6725.9707,-909.9014,830.3566,6791.808,-939.08936,410.43314,6759.0967,-681.1993,187.5848,6752.7217,-817.8955,139.67693,6914.643,-864.1123,-109.67615,6831.7354,-867.85187,-417.13565,6637.928,-868.7517,-273.56418,6653.7397,-898.9256,-165.25964,6665.682,-934.56683,168.20541,6684.2935,-944.24426,333.23016,6683.6626,-852.91,1279.6812,6628.2964,-1010.3234,1261.4156,6670.7686,-1098.1274,1257.5164,6745.4165,-1198.7781,1182.5924,6708.452
49,0.98,-970.21466,1202.7063,6666.7656,-835.32477,830.4351,6630.3813,-910.9618,411.58405,6603.9087,-819.503,204.49577,6401.1865,-1041.6454,159.40463,6486.3203,-951.1941,-90.09612,6529.0967,-1114.285,1113.2228,6732.5527,-864.80347,826.61664,6798.7,-917.56116,410.6187,6760.94,-647.48517,181.1809,6744.3354,-792.5746,137.23833,6914.637,-844.5761,-109.86109,6829.578,-855.63696,-416.85315,6635.9756,-856.5255,-273.4094,6651.3364,-886.3317,-165.0948,6664.324,-920.23065,169.23785,6684.993,-928.4956,333.60358,6685.399,-851.29517,1280.2836,6626.8105,-1008.0476,1263.2872,6676.808,-1082.4277,1247.3005,6750.0635,-1175.3151,1157.9839,6716.011
50,1.0,-966.4422,1204.3308,6669.383,-828.16,830.0966,6626.8193,-900.45123,412.77814,6603.955,-826.4062,197.13504,6376.09,-1037.2653,159.70647,6482.182,-943.357,-89.683685,6529.037,-1079.204,1096.8774,6739.981,-817.8667,821.3928,6802.539,-895.21234,411.94174,6762.354,-613.2759,174.97688,6736.6514,-763.53394,134.46133,6913.949,-825.47516,-109.916306,6827.777,-843.0755,-416.49466,6633.9214,-844.0264,-273.06094,6649.528,-873.6939,-164.04059,6663.58,-906.8845,171.84918,6685.876,-914.7108,335.42877,6686.6616,-851.2486,1280.4421,6625.0693,-1002.41473,1264.8534,6681.808,-1054.1665,1237.5032,6760.821,-1144.4962,1139.9884,6725.069
51,1.02,-962.2894,1204.2957,6669.633,-823.19977,828.9874,6623.646,-890.90405,414.28113,6604.695,-838.98303,189.72517,6340.6987,-1033.1835,158.5483,6475.8247,-934.21155,-89.47869,6529.5957,-1039.5385,1088.1282,6749.6025,-771.4728,815.1293,6804.1665,-874.13165,413.64932,6762.385,-585.75836,170.77374,6732.4443,-732.83716,131.2982,6912.347,-807.69,-110.326546,6826.388,-830.5318,-416.2641,6631.706,-831.4628,-272.7624,6648.059,-861.0314,-162.9301,6663.182,-893.368,174.45296,6686.943,-902.27136,337.4765,6687.9507,-850.8841,1280.0251,6623.3447,-997.0403,1265.1582,6683.156,-1011.2343,1230.6818,6775.902,-1106.0435,1131.097,6736.197
52,1.04,-960.5621,1202.9728,6667.5645,-822.0814,828.06665,6621.296,-881.81995,415.14236,6606.4404,-847.8767,178.19373,6316.4893,-1028.7805,153.93948,6469.535,-923.73566,-89.84719,6531.0195,-995.0198,1088.1143,6761.2485,-728.9799,808.9275,6804.722,-854.23096,414.60956,6762.3633,-558.5586,163.26082,6727.7695,-703.788,127.31171,6911.093,-791.1598,-111.498436,6825.4995,-817.9856,-416.28064,6629.6616,-818.7579,-272.75098,6646.5547,-848.0552,-162.67784,6662.656,-878.5141,175.55037,6688.3687,-889.6985,338.3251,6689.732,-850.9908,1279.0792,6620.2104,-995.3717,1264.3914,6681.3037,-955.018,1228.3752,6790.877,-1059.4244,1132.6536,6749.031
53,1.06,-962.40155,1202.0752,6665.478,-822.88245,827.6324,6620.3374,-872.26843,414.7103,6609.0376,-851.4596,163.01683,6309.3823,-1024.6191,145.9007,6465.4785,-912.6729,-90.67094,6533.2695,-944.52386,1096.1146,6773.104,-691.606,803.1792,6805.3955,-834.77014,413.8662,6763.349,-531.2784,153.32942,6724.573,-676.93756,122.10839,6911.0903,-774.1096,-113.318726,6824.903,-805.28845,-416.56335,6628.0654,-805.4219,-273.18848,6644.947,-834.0991,-163.51988,6661.8486,-863.0236,174.77321,6690.67,-875.4788,337.4375,6692.078,-853.21063,1278.9142,6617.171,-997.5803,1263.8792,6679.649,-890.5157,1230.9843,6803.144,-1004.57245,1143.9734,6761.785
54,1.08,-966.5025,1202.6309,6665.534,-822.76105,827.2847,6621.0586,-861.53156,413.2165,6612.328,-856.3174,143.17853,6299.0737,-1021.09033,137.13345,6463.307,-901.6503,-91.6873,6536.082,-887.2897,1109.7081,6783.7476,-657.21497,797.2296,6806.4185,-813.9027,411.4792,6765.2324,-501.4593,144.53598,6724.5195,-649.29114,115.70232,6911.724,-754.2294,-115.25705,6823.873,-792.2824,-417.00262,6626.939,-790.8235,-274.03268,6643.518,-818.4541,-164.83887,6660.9863,-846.9246,172.87663,6693.3184,-859.4176,335.39383,6695.189,-857.896,1279.4956,6614.5903,-1001.3179,1264.4656,6680.716,-818.0646,1237.4331,6810.1387,-942.52344,1161.0442,6773.3403
55,1.1,-970.424,1204.0181,6667.7515,-821.06396,826.90814,6623.1045,-849.32556,411.8002,6616.2876,-862.21313,118.490166,6285.673,-1018.36383,129.33244,6460.788,-891.00696,-92.742905,6539.4004,-823.72406,1125.34,6793.707,-624.03064,791.8179,6807.2217,-789.96545,408.75238,6766.976,-467.2766,136.86436,6727.7935,-617.0233,108.463104,6911.3647,-729.8477,-116.83061,6821.2744,-778.6726,-417.27435,6626.2207,-774.73785,-274.87256,6642.5723,-800.9493,-165.70924,6660.3584,-829.846,170.937,6695.524,-841.6152,333.4222,6698.3843,-862.59186,1280.2368,6614.413,-1004.4299,1265.7042,6683.981,-738.1614,1244.4612,6814.6943,-874.41473,1179.97,6784.5293
56,1.12,-972.51544,1205.0823,6670.587,-818.8428,827.0986,6625.6978,-835.55444,411.5351,6620.746,-874.7197,90.33924,6267.5845,-1016.1678,121.87465,6455.862,-881.09955,-93.623795,6543.51,-755.39435,1141.19,6804.1562,-589.9055,787.13403,6806.8066,-763.4739,407.2168,6768.0273,-431.95367,133.45604,6732.308,-578.76794,100.81824,6909.201,-700.22626,-117.64625,6816.149,-764.0193,-416.82126,6625.918,-757.584,-274.89313,6642.1143,-782.14813,-165.4811,6660.0317,-811.421,169.76524,6697.122,-822.2377,332.5053,6701.3643,-864.8259,1280.763,6616.478,-1006.1931,1266.749,6687.3613,-652.0754,1248.997,6821.304,-800.7062,1199.1832,6796.937
57,1.14,-972.6662,1205.4407,6672.6997,-816.5318,828.4206,6628.1685,-820.23785,412.3711,6625.2925,-884.31537,58.56388,6252.674,-1013.84985,112.702736,6448.1665,-871.68134,-93.9141,6548.4414,-682.8774,1154.5294,6815.5645,-556.387,782.91644,6806.3247,-737.5602,407.25656,6769.0864,-393.37192,131.99251,6734.286,-541.16785,93.264915,6907.592,-667.02966,-117.1951,6809.1504,-748.0141,-415.1695,6626.0117,-740.069,-273.3711,6641.8413,-762.9676,-163.93782,6659.885,-791.85486,169.55928,6698.6763,-802.17,332.6727,6704.364,-863.8969,1281.1207,6618.3784,-1006.6896,1267.492,6689.5186,-563.5562,1249.3873,6831.6187,-721.6082,1216.0751,6811.1357
58,1.16,-971.719,1205.6266,6673.886,-813.4775,830.67993,6630.278,-803.681,413.5644,6629.542,-887.92413,24.42481,6239.6777,-1010.5167,99.92724,6438.6685,-860.8943,-93.26966,6553.3706,-606.75037,1164.067,6827.405,-526.1856,780.91956,6807.5024,-715.69165,408.2239,6771.1484,-349.98798,129.1689,6734.1353,-506.78067,85.81368,6906.717,-637.1011,-115.44695,6803.7466,-730.7506,-412.39328,6626.3433,-722.63806,-270.4051,6641.524,-744.10785,-161.2209,6659.92,-772.17847,170.02386,6700.814,-782.676,333.34277,6707.765,-860.7072,1281.5968,6619.3857,-1006.4335,1268.1478,6690.474,-473.18893,1246.0537,6843.8438,-637.64087,1229.9824,6825.9614
59,1.18,-970.6484,1206.3893,6674.643,-809.13434,833.18506,6632.1807,-786.22394,415.19553,6633.3257,-885.6295,-11.584775,6237.213,-1004.8212,83.3354,6428.8257,-846.05255,-91.691734,6557.0244,-528.742,1170.3981,6839.113,-500.20737,782.615,6811.081,-698.48346,409.9564,6774.349,-305.40402,125.77383,6735.8657,-472.8094,78.32465,6904.057,-614.118,-112.983864,6801.7466,-712.7059,-409.05084,6626.7266,-705.32367,-266.82465,6641.4097,-725.7755,-157.64375,6660.4736,-753.4676,171.17882,6703.5967,-764.289,334.60492,6711.5103,-858.1843,1282.1753,6618.377,-1005.9006,1269.1984,6690.9497,-383.16858,1238.849,6855.92,-550.3391,1240.593,6840.361
60,1.2,-969.899,1207.8578,6675.297,-803.53076,835.4497,6634.203,-767.6152,418.43716,6636.6025,-880.1854,-48.98216,6240.613,-995.98676,64.17386,6420.184,-826.4221,-89.23502,6558.8403,-451.31757,1172.966,6850.5825,-476.707,786.7215,6816.2417,-683.0693,413.3164,6778.1807,-261.3612,121.12378,6742.8677,-438.8004,71.88217,6898.7075,-592.66425,-109.81765,6800.8853,-694.4674,-405.52695,6627.1797,-688.0361,-263.18735,6642.1226,-707.90497,-153.32492,6661.998,-735.6192,173.77422,6706.505,-746.0063,337.55563,6715.0864,-858.0682,1282.6947,6615.3564,-1005.30566,1270.7905,6691.3555,-296.4753,1226.4105,6866.2534,-462.45465,1246.8499,6854.0073
61,1.22,-968.9794,1209.3169,6675.8564,-796.76654,837.4438,6636.6357,-747.11816,423.9406,6639.402,-873.6644,-85.4693,6247.794,-984.7717,43.85658,6413.682,-804.86,-85.55407,6559.512,-377.33463,1170.9891,6861.505,-453.51532,790.9955,6821.6313,-665.79706,418.84872,6782.234,-218.39386,115.25253,6755.7593,-404.63193,67.261345,6892.3354,-575.51495,-106.07948,6802.8965,-676.3623,-401.58746,6628.031,-670.70325,-259.16248,6644.0586,-690.4285,-147.99799,6664.5874,-717.241,178.3765,6708.889,-726.0295,342.84558,6718.0464,-859.0165,1283.0968,6612.0645,-1004.3855,1272.3354,6691.586,-214.63208,1208.4816,6874.1846,-377.57593,1247.775,6866.5674
62,1.24,-966.97314,1209.9124,6676.452,-788.893,839.41077,6639.485,-724.4954,430.68503,6641.891,-865.9357,-121.70079,6259.998,-972.122,24.2179,6409.412,-785.43396,-80.259766,6560.1504,-309.3809,1165.043,6871.4126,-430.03027,795.96515,6826.813,-645.18695,425.70883,6786.189,-178.01675,108.09849,6771.031,-370.18307,63.4575,6888.628,-560.86725,-101.861855,6807.165,-658.2929,-396.70157,6629.823,-653.0266,-254.09225,6646.963,-673.02264,-141.44513,6667.7695,-696.87915,184.35977,6710.3975,-703.4379,349.46268,6720.322,-858.6401,1283.4838,6610.391,-1002.68097,1272.9114,6691.661,-139.58582,1187.3535,6879.514,-299.4355,1243.8225,6877.69
63,1.26,-963.76624,1209.3184,6677.3594,-780.0772,841.6639,6642.3,-700.40576,436.95532,6644.294,-854.2012,-156.82437,6277.6655,-958.2951,5.2581587,6407.2666,-769.1017,-73.86137,6561.18,-249.30971,1157.7012,6880.311,-405.7014,802.228,6831.996,-622.17255,432.51453,6789.529,-136.42943,99.17072,6788.7695,-336.16098,59.415833,6888.947,-542.18994,-97.13729,6810.3945,-640.03406,-390.725,6632.946,-634.461,-247.92061,6650.1504,-654.82294,-134.08397,6670.8506,-674.1204,190.3339,6711.185,-678.775,355.58786,6722.075,-857.44684,1283.6989,6609.8965,-1000.2901,1271.9883,6692.0566,-75.61778,1167.2418,6883.4644,-231.03012,1237.517,6887.5107
64,1.28,-960.07605,1207.5277,6678.571,-770.1477,844.40717,6644.516,-675.6254,441.99246,6646.7515,-837.0984,-188.85863,6300.339,-940.81415,-13.663839,6407.265,-752.87006,-67.775375,6562.638,-198.28825,1152.6088,6888.722,-379.49506,808.84937,6837.111,-598.2296,438.27725,6791.8213,-93.03501,92.13196,6805.458,-305.78638,56.763073,6888.566,-519.7444,-91.98345,6812.16,-621.42365,-384.08932,6637.2686,-614.6421,-241.26903,6653.2314,-634.88696,-126.74566,6673.586,-649.51984,195.43286,6711.9404,-653.0394,360.39505,6723.58,-857.1807,1283.3602,6609.1,-997.7361,1269.5458,6693.2363,-25.381008,1152.6411,6888.072,-174.1413,1232.877,6896.5044
65,1.3,-956.4288,1204.3901,6679.679,-757.9334,847.525,6645.9634,-650.3768,446.31628,6649.393,-817.19684,-219.02956,6328.37,-917.9862,-32.362816,6409.4844,-733.6803,-63.081673,6565.139,-157.15654,1152.4885,6896.907,-350.99005,813.81885,6841.4272,-573.5705,443.25146,6793.3203,-50.70211,86.566025,6821.985,-275.2591,56.014336,6885.304,-496.07556,-86.07341,6813.597,-601.7431,-377.31027,6642.3525,-593.68304,-234.6922,6656.7783,-613.06757,-119.84745,6676.656,-624.0238,199.92346,6713.6465,-626.696,364.62766,6725.338,-858.06287,1282.5021,6608.0073,-995.47095,1265.6471,6695.059,13.30429,1146.71,6894.4033,-129.57948,1233.516,6904.8896
